CREATEDDATE,DISTRICT,FACILITYID,LASTUPDATEDDATE,LATITUDE,LONGITUDE,PERMITENTRANCEACCESSIBLE,PERMITENTRANCEDESCRIPTION,PERMITENTRANCEID,PERMITENTRANCENAME,PERMITENTRANCETYPE,TOWN
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:15:58","0","0","No","Exit Only","155","AA08","Trailhead","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","156","JM14","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","157","JM19","Trailhead","Bishop"
"2014-05-02 18:32:16","Sequoia NP","233260","2018-07-05 05:15:58","0","0","No","Exit Only","158","SEKI..","Trailhead","Three Rivers"
"2014-05-02 18:32:16","Golden Trout","233260","2018-07-05 05:15:58","0","0","No","Exit Only","159","SS63","Trailhead","Olancha"
"2014-05-02 18:32:16","Yosemite NP","233260","2018-07-05 05:15:58","0","0","No","Exit Only","160","YOS1","Trailhead","Yosemite"
"2014-05-02 18:32:16","John Muir / Sierra NF","233262","2018-07-05 05:16:24","0","0","No","EXIT ONLY","161","SI.","Trailhead","Fresno"
"2014-05-02 18:32:16","Sequoia NP","233262","2018-07-05 05:16:24","36.555","-118.748888889","No","EXIT ONLY","162","SEKI","Trailhead","Three Rivers"
"2014-05-02 18:32:16","East Rainy","249981","2018-07-05 05:16:24","-48.575","-92.9630555556","No","Saginaw Bay (R22) is a small campsite with a dock that measures 4x28.  This site has 1 vault toilet, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 14x14, 14x14.","163","R22","Small Campsite, 2 Tent Pads","International Falls"
"2014-05-02 18:32:16","Namakan","249981","2018-07-05 05:16:24","-48.4438888889","-92.7766666667","No","Day Marker Twenty Three (N5) is a large campsite with a dock that measures 4x20. This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4- tent pads that measure 12x119, 12x12, 1110x1110, 106x96.","164","N5","Large Campsite, 4 Tent Pads","Ash River"
"2014-05-02 18:32:16","West Rainy","249981","2018-07-05 05:16:24","-48.5997222222","-93.0905555556","No","Sunrise Point (R26) is an<a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_accessiblesites_72783.html target=_blank>accessible</a>, small campsite with a dock that measures 4x24.  This site has 1 vault toilet with a privy screen, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 14x14, 14x14.","165","R26","Accessible Sites","International Falls"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","The classic Mt.Whitney trail.","166","JM35","Entry Point","Lone Pine - John Muir"
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:15:58","0","0","No","Exit Only","167","AA04","Trailhead","June Lake"
"2014-05-02 18:32:16","Owens River Headwaters","233260","2018-07-05 05:15:58","0","0","No","Exit Only","168","AA-06-OH","Trailhead","June Lake - Owens River Headwaters"
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:15:58","0","0","No","Exit Only","169","AA07","Trailhead","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:15:58","0","0","No","Exit Only","170","AA11","Trailhead","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:15:58","0","0","No","Exit Only","171","AA12","Trailhead","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:15:58","0","0","No","Exit Only","172","AA13","Trailhead","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:15:58","0","0","No","Exit Only","173","AA14","Trailhead","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:15:58","0","0","No","Exit Only","174","AA15","Trailhead","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:15:58","0","0","No","Exit Only","175","AA16","Trailhead","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Golden Trout","233260","2018-07-05 05:15:58","0","0","No","Exit Only","176","GT66","Trailhead","Lone Pine - Golden Trout"
"2014-05-02 18:32:16","Hoover/ Inyo","233260","2018-07-05 05:15:58","0","0","No","Exit Only","177","HH11","Trailhead","Lee Vining - Hoover/Inyo"
"2014-05-02 18:32:16","Hoover/ Inyo","233260","2018-07-05 05:15:58","0","0","No","Exit Only","178","HH12","Trailhead","Lee Vining - Hoover/Inyo"
"2014-05-02 18:32:16","Hoover/ Inyo","233260","2018-07-05 05:15:58","0","0","No","Exit Only","179","HH13","Trailhead","Lee Vining - Hoover/Inyo"
"2014-05-02 18:32:16","Hoover/ Inyo","233260","2018-07-05 05:15:58","0","0","No","Exit Only","180","HH14","Trailhead","Lee Vining - Hoover/Inyo"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","181","JM30","Trailhead","Independence"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","182","JM00","Trailhead","Mammoth Lakes - John Muir"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","183","JM02","Trailhead","Mammoth Lakes - John Muir"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","184","JM03","Trailhead","Mammoth Lakes - John Muir"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","185","JM05","Trailhead","Crowley Lake"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","186","JM07","Trailhead","Toms Place"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","187","JM09","Trailhead","Toms Place"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","188","JM10","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","189","JM13","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","190","JM15","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","191","JM16","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","192","JM17","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","193","JM18","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:15:58","0","0","No","Exit Only","194","JM20","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","195","JM21","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","196","JM22","Trailhead","Bishop"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","197","JM24","Trailhead","Big Pine"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","198","JM25","Trailhead","Big Pine"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","199","JM27","Trailhead","Independence"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","200","JM28","Trailhead","Independence"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","201","JM31","Trailhead","Independence"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","202","JM32","Trailhead","Independence"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","203","JM33","Trailhead","Independence"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","204","JM34","Trailhead","Lone Pine - John Muir"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","205","JM37","Trailhead","Lone Pine - John Muir"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","206","JM38","Trailhead","Lone Pine - John Muir"
"2014-05-02 18:32:16","John Muir","233260","2018-07-05 05:16:24","0","0","No","Exit Only","207","JM39","Trailhead","Lone Pine - John Muir"
"2014-05-02 18:32:16","Sequoia NP","233260","2018-07-05 05:16:24","0","0","No","Exit Only","208","SEKI","Trailhead","Three Rivers"
"2014-05-02 18:32:16","Sequoia NP","233260","2018-07-05 05:16:24","0","0","No","Exit Only","209","SEKI.","Trailhead","Three Rivers"
"2014-05-02 18:32:16","John Muir/Sierra NF","233260","2018-07-05 05:16:24","0","0","No","Exit Only","210","SI","Trailhead","Fresno"
"2014-05-02 18:32:16","John Muir/Sierra NF","233260","2018-07-05 05:16:24","0","0","No","Exit Only","211","SI.","Trailhead","Fresno"
"2014-05-02 18:32:16","Sequoia NP","233260","2018-07-05 05:16:24","0","0","No","Exit Only","212","SQ","Trailhead","Kernville"
"2014-05-02 18:32:16","Golden Trout","233260","2018-07-05 05:16:24","0","0","No","Exit Only","213","SS64","Trailhead","Olancha"
"2014-05-02 18:32:16","Golden Trout","233260","2018-07-05 05:16:24","0","0","No","Exit Only","214","SS65","Trailhead","Pearsonville"
"2014-05-02 18:32:16","Yosemite NP","233260","2018-07-05 05:16:24","0","0","No","Exit Only","215","YOS2","Trailhead","Yosemite"
"2014-05-02 18:32:16","Yosemite NP","233260","2018-07-05 05:16:24","0","0","No","Exit Only","216","YOS4","Trailhead","Yosemite"
"2014-05-02 18:32:16","Ansel Adams","233260","2018-07-05 05:16:24","0","0","No","Exit Only","217","AA03","Trailhead","Lee Vining - Ansel Adams"
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Camping zone that encompasses the South and Middle Forks of Granite Camping.  This is the closest camping zone to the Tram. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","218","MCZ9","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","219","PSN13","Non Zone North",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Camping zone in the South Fork of Cascade Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","220","MCZ3","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","221","PSN7","Non Zone North",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Campsite for groups with horses in South Fork Cascade Camping Zone. These group sites have bear boxes for food storage.","222","MGS9","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Group Site in center of North Fork Cascade Camping Zone. These group sites have bear boxes for food storage.","223","MGS7","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Bivy to access climbs on west side of Mt. Owen. Bear canisters may be required at ranger discretion.","224","OCS10","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","MS Traverse","225","OCS12","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","226","PSS13","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Camping zone in the lower portion of Death Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","227","MCZ4","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Single site between Lower Paintbrush zone and Holly Lake. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","228","MCZ14","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Small campsite for access to climbing the CMC Route on Mt. Moran. Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","229","OSC8","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Bivy site at the base of the Skillet Glacier on Mt. Moran. Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","230","OCS11","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","231","PSN12","Non Zone North",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","This site can be accessed via a 4 mile hike from Colter Bay, or by boat. It has two bear boxes which can each accommodate one typically sized cooler. Do not bring more food than can fit in the bear boxes. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.","232","JL13","01 Jackson Lake",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","For bivies on the North Face of Grand Teton. Bear canisters may be required at ranger discretion.","233","OCS5","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","234","PSN11","Non Zone North",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","235","PSS19","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Group site a quarter mile below Holly Lake. These group sites have bear boxes for food storage.","236","MGS4","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","237","PSS12","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","238","PSS17","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","239","PSS24","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Camping zone in the lower portion of Paintbrush Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","240","MCZ15","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Group site in center of Death Canyon Shelf Camping Zone. These group sites have bear boxes for food storage.","241","MGS2","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","This site can be accessed via a half mile hike from the Teton Park Road, or by boat. It has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box. All Jackson Lake campsites require packing out solid human waste.   This site has a fire grate which allows campfires unless restricted under high fire danger.","242","JL11","01 Jackson Lake",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Three campsites near Surprise Lake in the Amphitheater Lake/Disappointment Peak area. This campsite has a bear box for food storage.","243","MCZ17","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","244","PSS14","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Bivy for access to Mt. Owen. Bear canisters may be required at ranger discretion.","245","OCS9","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Campsite at top of switchbacks on Teewinot, for access to climb east side of Teewinot. Campers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","246","OCS4","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","247","PSS16","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","248","PSN10","Non Zone North",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","This is not a camping zone, this is Forest Service Wilderness along the Crest Trail where people can camp if they wish.","249","MGS11","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Group site in the center of Granite Canyon Camping zone. These group sites have bear boxes for food storage.","250","MGS5","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Football Field","251","OCS15","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","For information regarding the walk-in availability for this site, please call the park at: (307)739-3309. This site is currently still available for advanced reservations in May, September & October. Small site on west side of Leigh Lake.  Hiking trail accessible. Non-motorized boat accessible, or a mile 1/2 hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.","252","LL09","02 Leigh Lake",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","253","PSS7","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","254","PSS20","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","For information regarding the walk-in availability for this site, please call the park at: (307)739-3309. This site is currently still available for advanced reservations in May, September & October. .Small site on south west point of the lake. Non-motorized boat accessible, or two mile hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.","255","LL10","02 Leigh Lake",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","One site  at the far end of the Leigh Lake hiking trail, on Trapper Lake. Boat in is possible for this site, but you would need to dock your boat on the north end of Leigh Lake and walk  three quarters of a mile to the campsite. Most visitors hike in the 4 miles from Leigh Lake Trailhead. Has a bear box which can accommodate one typically sized cooler.  Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.","256","LL12","02 Leigh Lake",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","This is not a camping zone, this is Forest Service Wilderness between the Teton Park  boundary just north of Marion Lake, and the Teton Park boundary just south of the Death Canyon Shelf where people can camp if they wish. Water is scarce in this area.","257","MCZ6","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Campsite for groups with horses in Death Canyon Camping Zone. These group sites have bear boxes for food storage.","258","MGS3","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Bivy used for Cathedral Traverse. Bear canisters may be required at ranger discretion.","259","OSC1","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Two small sites on east side of Leigh Lake. Large sandy beach with shallow water for swimming.Non-motorized boat accessible, or two mile hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box. This site has a fire grate which allows campfires unless restricted under high fire danger.","260","LL02","02 Leigh Lake",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Camping zone on saddle between Grand Teton and Middle Teton.  Highest elevation camping area for climbs on the Grand Teton. This zone has a bear box for shared food storage.  It requires solid human waste be packed out.  Waste bags for this purpose may be obtained at permits offices.","261","GC4","08 Lwr Saddle-Moraine-Caves",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Above Teton Glacier, between Mt. Owen and Grand Teton. Used for bivying on Grand or Cathedral Traverse. Bear canisters may be required at ranger discretion.","262","OCS2","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","263","PSS9","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","264","PSS22","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Camping zone in the upper portion of Paintbrush Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","265","MCZ16","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Group site in lower section of Death Canyon Camping Zone. These group sites have bear boxes for food storage.","266","MGS1","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","267","PSN1","Non Zone North",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","268","PSS2","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","269","PSS25","Non Zone South",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","This site can be accessed by either boat across Jackson Lake, or an 8 mile hike from Glade Creek Trailhead which may include a river crossing. It has a bear box which can accommodate one typically sized cooler.  Do not bring more food than can fit in the bear box. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.","270","JL01","01 Jackson Lake",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Canyon in the remote far north section of the park. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","271","NC2","05 Northern Canyons",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Designated as walk-up only for use during the summer months.","272","PSN5","Non Zone North",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Campsite for groups with horses in Upper Granite Camping Zone. These group sites have bear boxes for food storage.","273","MGS10","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Koven","274","OCS16","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Canyon/Basin in the remote far north section of the park. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","275","NC3","05 Northern Canyons",""
"2014-05-02 18:32:16","","249986","2018-07-05 05:15:58","0","0","No","Non-motorized boat in only site. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.","276","LL04","02 Leigh Lake",""
"2014-05-02 18:32:16","Mt. Jefferson Wilderness","234769","2018-07-05 05:16:24","44.6594444444","-121.905555556","No","Pamelia Limited Entry Area is within the Mt. Jefferson Wilderness.","277","Pamelia Area","Permit Area",""
"2014-05-02 18:32:16","Mt. Jefferson Wilderness","234769","2018-07-05 05:16:24","44.6594444444","-121.905555556","No","Large group permits are for one of three zones within the Pamelia Limited Entry Area.  Overnight visitors must camp in their assigned zone.","278","Pamelia Lake","Zone",""
"2014-05-02 18:32:16","","249991","2018-07-05 05:16:24","0","0","No","The Brooks Camp Campground in Katmai National Park provides a quintessential Alaskan wildlife experience. When campers step off their floatplane or boat, they enter one of the largest concentrated habitats of brown bears on earth. July and September are the prime bear viewing months and close encounters are common.","279","Brooks Camp","Campground",""
"2014-05-02 18:32:16","","249991","2018-07-05 05:16:24","58.6695583333","-155.430916667","No","Fures Cabin is a key stopover for those attempting the Savonoski Loop paddle trip, or as a beautiful destination in its own right. It is not an alternate for a Brooks Camp Campground and requires a full day of paddling to reach, or the use of a boat or plane.","280","Fures Cabin","Cabin",""
"2014-05-02 18:32:16","Admiralty Island National Monument","233328","2018-07-05 05:16:24","57.8988888889","-134.280555556","No","Bear viewing at Pack Creek dates back to the 1930s when the area became popular with visitors from Juneau. In 1934 the Territorial Game Commission prohibited bear hunting within 20 square miles around Pack Creek. One year later, the Civilian Conservation Corps built a trail and a small tree stand overlooking Pack Creek (this stand was replaced with the current tower in 1990).In the mid-1950s a gentleman by the name of Stan Price floated his wannigan float house into the Pack Creek estuary. Over the next several decades his year round presence was a significant factor in conditioning the bears to humans. By the time of his passing in 1989 the bears were comfortable with daily visitors from Juneau.The Alaska Board of Game expanded the hunting closure in 1984 to include Swan Cove, Swan Island and Windfall Harbor -- a total of about 95 square miles.","281","Pack Creek Bear Viewing","Entry Point",""
"2014-05-02 18:32:16","Price Field Office","233393","2018-07-05 05:16:24","39.8394444444","-109.914166667","No","Desolation-Gray Canyons of the Green River","282","Desolation-Gray Canyons of the Green River","Entry Point","Price, Utah "
"2014-05-02 18:32:16","","234642","2018-07-05 05:16:24","0","0","No","9:45AM - 11:45AM","283","9:45AM - 11:45AM","Entry Point",""
"2014-05-02 18:32:16","","234642","2018-07-05 05:16:24","0","0","No","7:30AM - 9:30AM","284","7:30AM - 9:30AM","Entry Point",""
"2014-05-02 18:32:16","","234642","2018-07-05 05:16:24","0","0","No","2:30PM - 4:30PM","285","2:30PM - 4:30PM","Entry Point",""
"2014-05-02 18:32:16","","234642","2018-07-05 05:16:24","0","0","No","4:45PM - 6:45PM","286","4:45PM - 6:45PM","Entry Point",""
"2014-05-02 18:32:16","","234642","2018-07-05 05:16:24","0","0","No","12:15PM - 2:15PM","287","12:15PM - 2:15PM","Entry Point",""
"2014-05-02 18:32:16","Mt. Jefferson Wilderness","234769","2018-07-05 05:16:24","44.6594444444","-121.905555556","No","Large group permits are for one of three zones within the Pamelia Limited Entry Area.  Overnight visitors must camp in their assigned zone.","288","Hanks and Hunts Lake","Zone",""
"2014-05-02 18:32:16","Mt. Jefferson Wilderness","234769","2018-07-05 05:16:24","44.6594444444","-121.905555556","No","Large group permits are for one of three zones within the Pamelia Limited Entry Area.  Overnight visitors must camp in their assigned zone..","289","Coyote and Shale Lakes","Zone",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2018-07-05 05:16:24","0","0","No","This zone is in the center of the Rockbound Valley with the Rubicon River paralleling the Rubicon Trail.  Camper Flat is a multi-destination hub.  Reservable Quota - 10","290","Camper Flat","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2018-07-05 05:16:24","0","0","No","This zone includes Lake Genevieve, Crag Lake and Hidden Lake.  Access is from the Meeks Bay Trailhead.   Reservable Quota - 10","291","Genevieve","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2018-07-05 05:16:24","0","0","No","This  east side zone is an area of peaks and rugged terrain.   Grouse Lakes are accessed via a primitive trail heading south off the Tahoe-Yosemite Trail near the south shore of Rubicon Lake.    Reservable Quota - 2","292","Grouse Lakes","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2018-07-05 05:16:24","0","0","No","This zone includes Phipps Lake, Phipps Peak and  Phipps Pass. The Pacific Crest Trail and the Tahoe-Yosemite Trail navigate this zone.  Reservable Quota - 2","293","Phipps","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2018-07-05 05:16:24","0","0","No","This Zone surrounds Rockbound Lake and is accessible from the Loon Lake Trailhead. Reservable Quota - 13.","294","Rockbound Lake","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2018-07-05 05:16:24","0","0","No","This  large off trail zone at the northwest corner of the Wilderness consists of many unnamed ponds. Access from Loon Lake or Van Vleck Trailheads.                     Reservable Quota - 4","295","Brown Mountain","Entry Point",""
